row_index,true_label,predicted_label,correct,confidence_top1,rank2_label,rank2_confidence,rank3_label,rank3_confidence,in_shap_sample,reason_codes,text
69,card_linking,card_linking,True,0.5292,card_arrival,0.0128,order_physical_card,0.0125,False,,Can you please show me where I can find the location to link my card?
70,card_linking,card_linking,True,0.8157,card_arrival,0.0208,card_about_to_expire,0.0142,False,,Where do I go if I want to link my new card?
71,card_linking,card_linking,True,0.2427,card_payment_not_recognised,0.0554,cash_withdrawal_not_recognised,0.0443,False,,Is there a way to make my old card usable with the app?
72,card_linking,card_linking,True,0.8018,lost_or_stolen_card,0.011,card_arrival,0.0067,False,,Can I reactivate a card I thought I lost?
73,card_linking,card_linking,True,0.7915,card_arrival,0.0066,card_delivery_estimate,0.0064,False,,How do I link my card
74,card_linking,card_linking,True,0.0589,cash_withdrawal_not_recognised,0.0368,card_payment_not_recognised,0.0276,False,,Where do I need to go in the app to enter my card info?
75,card_linking,card_linking,True,0.5668,lost_or_stolen_card,0.0868,lost_or_stolen_phone,0.0228,False,,I have found my lost or stolen card. Is there a way I can link the card with my account through my app again?
76,card_linking,card_linking,True,0.5853,lost_or_stolen_card,0.0206,cash_withdrawal_not_recognised,0.0106,False,,"Could you help me reactivate my card? It was previously lost, but I found it this morning in my jacket."
77,card_linking,card_linking,True,0.6015,getting_spare_card,0.0771,supported_cards_and_currencies,0.0298,False,,"I already have one of your cards, how do I link them?"
78,card_linking,card_linking,True,0.3122,card_about_to_expire,0.0383,card_arrival,0.0327,False,,How do I link my replacement card?
79,card_linking,card_linking,True,0.5275,getting_spare_card,0.0524,topping_up_by_card,0.0178,False,,Can I link another card to my account?
80,exchange_rate,exchange_rate,True,0.7891,exchange_charge,0.0103,wrong_exchange_rate_for_cash_withdrawal,0.0095,False,,I need to know your exchange rates.
81,exchange_rate,exchange_rate,True,0.802,wrong_exchange_rate_for_cash_withdrawal,0.0226,exchange_charge,0.0216,False,,What exchange rates do you offer?
82,exchange_rate,exchange_rate,True,0.5235,wrong_exchange_rate_for_cash_withdrawal,0.0442,exchange_charge,0.0202,False,,How did you come up with your exchange rates?
83,exchange_rate,exchange_rate,True,0.5668,card_payment_wrong_exchange_rate,0.2418,wrong_exchange_rate_for_cash_withdrawal,0.1428,False,,Where do you guys acquire your exchange rate?
84,exchange_rate,exchange_rate,True,0.5846,card_payment_wrong_exchange_rate,0.2811,wrong_exchange_rate_for_cash_withdrawal,0.1291,False,,How do I find the exchange rate?
85,exchange_rate,exchange_rate,True,0.8138,wrong_exchange_rate_for_cash_withdrawal,0.0235,exchange_charge,0.017,False,,What are your international exchange rates?
86,exchange_rate,exchange_rate,True,0.8536,exchange_via_app,0.0174,edit_personal_details,0.0158,False,,How often do your exchange rates change
87,exchange_rate,exchange_rate,True,0.4464,card_payment_wrong_exchange_rate,0.2998,wrong_exchange_rate_for_cash_withdrawal,0.1825,False,,Please advise what is the exchange rate
88,exchange_rate,exchange_rate,True,0.7486,wrong_exchange_rate_for_cash_withdrawal,0.0177,exchange_charge,0.0134,False,,How are exchange rates calculated?
89,exchange_rate,exchange_rate,True,0.7188,wrong_exchange_rate_for_cash_withdrawal,0.0273,exchange_charge,0.0184,False,,what are exchange rates based on
90,exchange_rate,exchange_rate,True,0.9449,wrong_exchange_rate_for_cash_withdrawal,0.0088,exchange_charge,0.0061,False,,what are exchange rates
91,exchange_rate,exchange_rate,True,0.7542,exchange_charge,0.0213,wrong_exchange_rate_for_cash_withdrawal,0.0148,False,,What are the most current exchange rates?
92,exchange_rate,exchange_rate,True,0.3827,card_payment_wrong_exchange_rate,0.1419,wrong_exchange_rate_for_cash_withdrawal,0.1274,False,,Can you explain your exchange rate policy to me?
93,exchange_rate,exchange_rate,True,0.0773,exchange_charge,0.0699,exchange_via_app,0.052,True,exchange|time|good,Is it a good time to exchange?
94,exchange_rate,exchange_rate,True,0.6095,card_payment_wrong_exchange_rate,0.2369,wrong_exchange_rate_for_cash_withdrawal,0.1038,False,,What is the exchange rate like on this app?
95,exchange_rate,exchange_rate,True,0.7733,wrong_exchange_rate_for_cash_withdrawal,0.0223,exchange_charge,0.0162,False,,Do you have a list of exchange rates?
96,exchange_rate,exchange_rate,True,0.735,exchange_charge,0.027,wrong_exchange_rate_for_cash_withdrawal,0.0229,False,,Can you tell me where you get your exchange rates?
97,exchange_rate,exchange_rate,True,0.651,card_payment_wrong_exchange_rate,0.1685,wrong_exchange_rate_for_cash_withdrawal,0.124,False,,Will I get a curreng foreign exchange rate?
98,exchange_rate,exchange_rate,True,0.349,card_payment_wrong_exchange_rate,0.1157,wrong_exchange_rate_for_cash_withdrawal,0.109,False,,What currencies is an exchange rate calculated in?
99,exchange_rate,exchange_rate,True,0.9449,wrong_exchange_rate_for_cash_withdrawal,0.0088,exchange_charge,0.0061,False,,Where do you get your exchange rates from?
100,exchange_rate,exchange_rate,True,0.9449,wrong_exchange_rate_for_cash_withdrawal,0.0088,exchange_charge,0.0061,False,,What is the base of the exchange rates?
101,exchange_rate,exchange_rate,True,0.3746,card_payment_wrong_exchange_rate,0.2941,wrong_exchange_rate_for_cash_withdrawal,0.1805,False,,What exchange rate do you use?
102,exchange_rate,exchange_rate,True,0.9449,wrong_exchange_rate_for_cash_withdrawal,0.0088,exchange_charge,0.0061,True,rates|exchange|exchange rates,The exchange rates are?
103,exchange_rate,exchange_rate,True,0.9449,wrong_exchange_rate_for_cash_withdrawal,0.0088,exchange_charge,0.0061,False,,What do you base your exchange rates on?
104,exchange_rate,exchange_rate,True,0.4691,card_payment_wrong_exchange_rate,0.186,wrong_exchange_rate_for_cash_withdrawal,0.1424,False,,What foreign exchange rate will you use?
105,exchange_rate,exchange_rate,True,0.5846,card_payment_wrong_exchange_rate,0.2811,wrong_exchange_rate_for_cash_withdrawal,0.1291,False,,How much will I get with the exchange rate?
106,exchange_rate,exchange_rate,True,0.5846,card_payment_wrong_exchange_rate,0.2811,wrong_exchange_rate_for_cash_withdrawal,0.1291,False,,The exchange rate would be?
107,exchange_rate,exchange_rate,True,0.6215,card_payment_wrong_exchange_rate,0.2483,wrong_exchange_rate_for_cash_withdrawal,0.1129,False,,What is the exchange rate like?
108,exchange_rate,exchange_rate,True,0.9025,wrong_exchange_rate_for_cash_withdrawal,0.0112,exchange_charge,0.0077,False,,How do your exchange rates work?
109,exchange_rate,exchange_rate,True,0.5846,card_payment_wrong_exchange_rate,0.2811,wrong_exchange_rate_for_cash_withdrawal,0.1291,False,,what is the exchange rate?
110,exchange_rate,exchange_rate,True,0.5119,wrong_exchange_rate_for_cash_withdrawal,0.0339,exchange_charge,0.0184,False,,Where did your guys exchange rates come from?
111,exchange_rate,exchange_rate,True,0.9449,wrong_exchange_rate_for_cash_withdrawal,0.0088,exchange_charge,0.0061,False,,How are you determining your exchange rates?
112,exchange_rate,exchange_rate,True,0.4743,card_payment_wrong_exchange_rate,0.1225,wrong_exchange_rate_for_cash_withdrawal,0.1095,False,,I'm trying to figure out the current exchange rate.
113,exchange_rate,exchange_rate,True,0.8628,wrong_exchange_rate_for_cash_withdrawal,0.0227,exchange_charge,0.0107,False,,From where are you getting your exchange rates?
114,exchange_rate,exchange_rate,True,0.6488,card_payment_wrong_exchange_rate,0.1522,wrong_exchange_rate_for_cash_withdrawal,0.1163,False,,Can you tell me the foreign exchange rate?
115,exchange_rate,exchange_rate,True,0.8536,exchange_via_app,0.0174,edit_personal_details,0.0158,False,,why do your exchange rates change
116,exchange_rate,exchange_rate,True,0.4375,wrong_exchange_rate_for_cash_withdrawal,0.1833,card_payment_wrong_exchange_rate,0.1506,False,,What kind of foreign exchange rate will I get when I exchange my money?
117,exchange_rate,exchange_rate,True,0.651,card_payment_wrong_exchange_rate,0.1685,wrong_exchange_rate_for_cash_withdrawal,0.124,False,,What is my foreign exchange rate?
118,exchange_rate,exchange_rate,True,0.0916,card_payment_wrong_exchange_rate,0.0899,wrong_exchange_rate_for_cash_withdrawal,0.0813,False,,when does the rate get determined
119,exchange_rate,exchange_rate,True,0.6148,card_payment_wrong_exchange_rate,0.142,wrong_exchange_rate_for_cash_withdrawal,0.1046,False,,What is the current exchange rate for me?
120,card_payment_wrong_exchange_rate,card_payment_wrong_exchange_rate,True,0.5798,wrong_exchange_rate_for_cash_withdrawal,0.2152,exchange_charge,0.0254,False,,I purchased something in a foreign currency but the rate applied is wrong
121,card_payment_wrong_exchange_rate,exchange_charge,False,0.2204,card_payment_wrong_exchange_rate,0.2015,exchange_via_app,0.1068,False,,I made a currency exchange and think I was charged more than I should of been.
122,card_payment_wrong_exchange_rate,card_payment_wrong_exchange_rate,True,0.6547,wrong_exchange_rate_for_cash_withdrawal,0.1268,exchange_rate,0.0401,False,,the card payment exchange rate is wrong
123,card_payment_wrong_exchange_rate,card_payment_wrong_exchange_rate,True,0.4493,wrong_exchange_rate_for_cash_withdrawal,0.3246,exchange_rate,0.0406,False,,The exchange rate was wrong when I bought something outside the country.
124,card_payment_wrong_exchange_rate,card_payment_wrong_exchange_rate,True,0.7747,wrong_exchange_rate_for_cash_withdrawal,0.0679,exchange_rate,0.0469,False,,The exchange rate on my purchase is wrong.
125,card_payment_wrong_exchange_rate,card_payment_wrong_exchange_rate,True,0.2972,wrong_exchange_rate_for_cash_withdrawal,0.2772,exchange_rate,0.2041,False,,This rate is too low. Are you sure your using the right exchange rate.
126,card_payment_wrong_exchange_rate,card_payment_wrong_exchange_rate,True,0.6957,wrong_exchange_rate_for_cash_withdrawal,0.0706,exchange_rate,0.0523,False,,"I bought something, but the exchange rate looks wrong."
127,card_payment_wrong_exchange_rate,card_payment_wrong_exchange_rate,True,0.5753,wrong_exchange_rate_for_cash_withdrawal,0.0849,request_refund,0.0193,False,,The rate applied to my foreign purchase was incorrect
128,card_payment_wrong_exchange_rate,card_payment_wrong_exchange_rate,True,0.6404,wrong_exchange_rate_for_cash_withdrawal,0.1828,exchange_charge,0.0225,False,,I bought something in a foreign currency but the rate applied is wrong!
129,card_payment_wrong_exchange_rate,card_payment_wrong_exchange_rate,True,0.5534,wrong_amount_of_cash_received,0.022,transaction_charged_twice,0.0176,False,,My exchange went wrong. I swapped Russian Ruble for UK pounds and was charged too much.
130,card_payment_wrong_exchange_rate,card_payment_wrong_exchange_rate,True,0.7633,wrong_exchange_rate_for_cash_withdrawal,0.0464,exchange_rate,0.0284,False,,You did not apply the correct exchange rate for an item that I bought.
131,card_payment_wrong_exchange_rate,card_payment_wrong_exchange_rate,True,0.4119,declined_card_payment,0.0648,wrong_exchange_rate_for_cash_withdrawal,0.0644,False,,The rate of exchange for my card payment is incorrect
132,card_payment_wrong_exchange_rate,card_payment_wrong_exchange_rate,True,0.8184,wrong_exchange_rate_for_cash_withdrawal,0.039,exchange_charge,0.0287,False,,The rate for a currency exchange was wrong when I bought something.
133,card_payment_wrong_exchange_rate,card_payment_wrong_exchange_rate,True,0.6175,wrong_exchange_rate_for_cash_withdrawal,0.2359,exchange_rate,0.0439,False,,Why is the exchange rate wrong when I purchase something abroad?
134,card_payment_wrong_exchange_rate,card_payment_wrong_exchange_rate,True,0.6363,wrong_exchange_rate_for_cash_withdrawal,0.0436,exchange_rate,0.0391,True,rate|exchange|exchange rate|item|bought,I bought an item and noticed the exchange rate was not correct.
135,card_payment_wrong_exchange_rate,card_payment_wrong_exchange_rate,True,0.575,wrong_exchange_rate_for_cash_withdrawal,0.1825,exchange_rate,0.0503,False,,I bought something overseas and the wrong exchange rate is on my statement.
136,card_payment_wrong_exchange_rate,card_payment_wrong_exchange_rate,True,0.4799,wrong_exchange_rate_for_cash_withdrawal,0.1328,extra_charge_on_statement,0.0474,False,,The exchange rate for my transaction last Saturday seems to have been wrong I got charged extra.  Please fix.
137,card_payment_wrong_exchange_rate,card_payment_wrong_exchange_rate,True,0.8168,wrong_exchange_rate_for_cash_withdrawal,0.0371,exchange_rate,0.0341,False,,Why is your exchange rate for my card payment wrong
138,card_payment_wrong_exchange_rate,cash_withdrawal_charge,False,0.2599,transaction_charged_twice,0.2529,card_payment_fee_charged,0.1804,False,,Why am I being charged more ?
139,card_payment_wrong_exchange_rate,card_payment_wrong_exchange_rate,True,0.7004,wrong_exchange_rate_for_cash_withdrawal,0.0525,exchange_rate,0.0459,True,rate|exchange|exchange rate|item|incorrect,I purchased an item and the exchange rate I was given was incorrect.
140,card_payment_wrong_exchange_rate,card_payment_wrong_exchange_rate,True,0.3395,wrong_exchange_rate_for_cash_withdrawal,0.0856,card_payment_not_recognised,0.0661,False,,I don't think my card payment exchange rate is correct.
141,card_payment_wrong_exchange_rate,card_payment_wrong_exchange_rate,True,0.4006,wrong_exchange_rate_for_cash_withdrawal,0.0939,exchange_rate,0.0447,False,,"When I made a purchase last Saturday, I was charged extra. Did I receive the right exchange rate?"
142,card_payment_wrong_exchange_rate,card_payment_wrong_exchange_rate,True,0.5271,exchange_charge,0.0709,exchange_via_app,0.0417,False,,They charged me wrong for a currency exchange on a purchase.
143,card_payment_wrong_exchange_rate,card_payment_wrong_exchange_rate,True,0.4964,wrong_exchange_rate_for_cash_withdrawal,0.1059,exchange_rate,0.0473,False,,I believe my card payment exchange rate is incorrect.
144,card_payment_wrong_exchange_rate,card_payment_wrong_exchange_rate,True,0.6255,wrong_exchange_rate_for_cash_withdrawal,0.1631,exchange_rate,0.0259,True,rate|exchange|exchange rate|wrong|saturday,"Hi, I have been overcharged for my payment last Saturday. I guess exchange rate was wrong."
145,card_payment_wrong_exchange_rate,exchange_rate,False,0.5005,card_payment_wrong_exchange_rate,0.269,wrong_exchange_rate_for_cash_withdrawal,0.2069,False,,The exchange rate seems off on this transaction
146,card_payment_wrong_exchange_rate,card_payment_wrong_exchange_rate,True,0.6505,exchange_rate,0.0654,wrong_exchange_rate_for_cash_withdrawal,0.0585,False,,"The exchange rate given to me wasn't correct, after i purchased an item"
147,card_payment_wrong_exchange_rate,card_payment_wrong_exchange_rate,True,0.2798,wrong_exchange_rate_for_cash_withdrawal,0.143,exchange_rate,0.0826,False,,"Hi, I don't think your exchange rate is right. I need you to check the official interbank exchange please."
148,card_payment_wrong_exchange_rate,card_payment_wrong_exchange_rate,True,0.3971,pending_top_up,0.0204,wrong_amount_of_cash_received,0.0199,False,,I'm pretty sure something went wrong with my exchange. I changed Russian Ruble to UK pounds and was charged way too much!
149,card_payment_wrong_exchange_rate,card_payment_wrong_exchange_rate,True,0.8564,wrong_exchange_rate_for_cash_withdrawal,0.0311,exchange_rate,0.0154,True,rate|exchange|exchange rate|item|bought,I wasn't applied the correct exchange rate for an item I bought
150,card_payment_wrong_exchange_rate,card_payment_fee_charged,False,0.0462,card_payment_not_recognised,0.045,reverted_card_payment?,0.0411,False,,the conversion value for my card payments is incorrect.
151,card_payment_wrong_exchange_rate,card_payment_wrong_exchange_rate,True,0.728,wrong_exchange_rate_for_cash_withdrawal,0.1682,exchange_rate,0.0243,False,,The wrong exchange rate was used when I bought something with a foriegn currency.
152,card_payment_wrong_exchange_rate,card_payment_wrong_exchange_rate,True,0.5163,wrong_exchange_rate_for_cash_withdrawal,0.2848,exchange_charge,0.0399,True,rate|exchange|exchange rate|incorrect|currency,I paid for something in foreign currency but noticed the exchange rate is incorrect.
153,card_payment_wrong_exchange_rate,card_payment_wrong_exchange_rate,True,0.3007,wrong_exchange_rate_for_cash_withdrawal,0.0963,request_refund,0.0312,False,,The incorrect rate was used in my foreign purchase
154,card_payment_wrong_exchange_rate,card_payment_wrong_exchange_rate,True,0.761,wrong_exchange_rate_for_cash_withdrawal,0.0451,exchange_rate,0.0278,False,,Why was the exchange rate incorrect for an item I recently bought?
155,card_payment_wrong_exchange_rate,card_payment_wrong_exchange_rate,True,0.8906,wrong_exchange_rate_for_cash_withdrawal,0.0358,exchange_rate,0.0132,False,,Why is my exchange rate wrong for an item I bought?
156,card_payment_wrong_exchange_rate,card_payment_wrong_exchange_rate,True,0.3761,wrong_exchange_rate_for_cash_withdrawal,0.33,exchange_rate,0.0914,False,,How can I check the exchange rate applied to my transaction?
157,card_payment_wrong_exchange_rate,card_payment_wrong_exchange_rate,True,0.713,wrong_exchange_rate_for_cash_withdrawal,0.0826,exchange_rate,0.0618,False,,Your exchange rate is totally wrong for my card payment
158,card_payment_wrong_exchange_rate,card_payment_wrong_exchange_rate,True,0.8228,wrong_exchange_rate_for_cash_withdrawal,0.0332,request_refund,0.0195,False,,The wrong rate was applied to an item I bought in a currency different from mine. Can this be changed?
159,card_payment_wrong_exchange_rate,card_payment_wrong_exchange_rate,True,0.6822,wrong_exchange_rate_for_cash_withdrawal,0.1952,exchange_rate,0.0179,False,,I go the wrong exchange rate applied to my purchase in a foreign country.
160,extra_charge_on_statement,extra_charge_on_statement,True,0.7532,transaction_charged_twice,0.0719,Refund_not_showing_up,0.014,False,,My statement has a dollar I have been charged showing up on it.
161,extra_charge_on_statement,extra_charge_on_statement,True,0.9777,card_payment_fee_charged,0.0041,transfer_fee_charged,0.0033,False,,Why is there a fee for an extra pound in my statement?
162,extra_charge_on_statement,extra_charge_on_statement,True,0.653,card_payment_fee_charged,0.0305,transfer_fee_charged,0.0278,False,,I'm not okay with this fee on my statement.
163,extra_charge_on_statement,extra_charge_on_statement,True,0.61,card_payment_fee_charged,0.0424,cash_withdrawal_charge,0.0372,False,,Why is there an extra dollar charged to my account?
164,extra_charge_on_statement,card_payment_not_recognised,False,0.2109,extra_charge_on_statement,0.1516,card_payment_fee_charged,0.046,False,,There is a fee I don't recognize on my statement.
165,extra_charge_on_statement,extra_charge_on_statement,True,0.549,request_refund,0.1396,Refund_not_showing_up,0.0499,False,,I would like a refund on the extra pound I was charged.
166,extra_charge_on_statement,extra_charge_on_statement,True,0.0868,card_payment_not_recognised,0.053,transaction_charged_twice,0.0408,False,,Can you explain what this random $1 charge is?
167,extra_charge_on_statement,extra_charge_on_statement,True,0.7826,transaction_charged_twice,0.0435,card_payment_not_recognised,0.0279,False,,What is this $1 charge on my statement?
168,extra_charge_on_statement,extra_charge_on_statement,True,0.3816,transaction_charged_twice,0.0431,top_up_by_card_charge,0.0253,False,,Why does my statement have these extra charges?
169,extra_charge_on_statement,extra_charge_on_statement,True,0.1013,card_payment_not_recognised,0.0519,cash_withdrawal_not_recognised,0.0336,False,,"I do not remember purchasing anything for 1£, and it is on my statement. Can you please tell me what that is about?"
