split,category,common_taxonomy_bucket,pii_detected,pii_categories,masked_text
train,card_arrival,CARD_ISSUANCE_AND_LIFECYCLE,False,,My card isn't here yet.
train,card_arrival,CARD_ISSUANCE_AND_LIFECYCLE,False,,where is my new card?
train,card_arrival,CARD_ISSUANCE_AND_LIFECYCLE,False,,It's been a week since you sent my card and I still don't have it.
train,card_arrival,CARD_ISSUANCE_AND_LIFECYCLE,False,,How do I track the card you sent me?
train,card_arrival,CARD_ISSUANCE_AND_LIFECYCLE,False,,When will I recieve my new card?
train,card_arrival,CARD_ISSUANCE_AND_LIFECYCLE,False,,When will I get my new card?
train,card_arrival,CARD_ISSUANCE_AND_LIFECYCLE,False,,What is the expected delivery date for my card?
train,card_arrival,CARD_ISSUANCE_AND_LIFECYCLE,False,,Is there a tracking number for the card you sent me?
train,card_arrival,CARD_ISSUANCE_AND_LIFECYCLE,False,,I would like to track the card you sent to me.
train,card_arrival,CARD_ISSUANCE_AND_LIFECYCLE,False,,Has my card been lost in delivery?
train,card_arrival,CARD_ISSUANCE_AND_LIFECYCLE,False,,My new card hasn't came in.
train,card_arrival,CARD_ISSUANCE_AND_LIFECYCLE,False,,Where is the card I ordered 2 weeks ago?
train,card_arrival,CARD_ISSUANCE_AND_LIFECYCLE,False,,Can I get an update on my replacement card?
train,card_arrival,CARD_ISSUANCE_AND_LIFECYCLE,False,,How long does it take for a new card to ship?
train,card_arrival,CARD_ISSUANCE_AND_LIFECYCLE,False,,What's the tracking on the card you sent?
train,card_arrival,CARD_ISSUANCE_AND_LIFECYCLE,False,,I haven't received my card and am worried it is lost.
train,card_arrival,CARD_ISSUANCE_AND_LIFECYCLE,False,,My card still hasn't been delivered
train,card_arrival,CARD_ISSUANCE_AND_LIFECYCLE,False,,I need to find out where the card is that I ordered.
train,card_arrival,CARD_ISSUANCE_AND_LIFECYCLE,False,,Where is my credit card that was to be mailed?
train,card_arrival,CARD_ISSUANCE_AND_LIFECYCLE,False,,I ordered my card but it hasn't been delivered yet
train,card_arrival,CARD_ISSUANCE_AND_LIFECYCLE,False,,Am I able to track the card that was just sent to me?
train,card_arrival,CARD_ISSUANCE_AND_LIFECYCLE,False,,Can you tell me why I haven't received my new card?
train,card_arrival,CARD_ISSUANCE_AND_LIFECYCLE,False,,I'm still waiting for my new card.
train,card_arrival,CARD_ISSUANCE_AND_LIFECYCLE,False,,Is my card lost? I am still waiting for it to be delivered.
train,card_arrival,CARD_ISSUANCE_AND_LIFECYCLE,False,,Should I keep waiting for my card to be delivered?
train,card_arrival,CARD_ISSUANCE_AND_LIFECYCLE,False,,Can I track when my card will be delivered?
train,card_arrival,CARD_ISSUANCE_AND_LIFECYCLE,False,,How can I check on the status of my new card?
train,card_arrival,CARD_ISSUANCE_AND_LIFECYCLE,False,,"A card has been sent to me, how do I track it?"
train,card_arrival,CARD_ISSUANCE_AND_LIFECYCLE,False,,Is there a way I can get my card expedited?
train,card_arrival,CARD_ISSUANCE_AND_LIFECYCLE,False,,What can I do to track the card you sent me?
train,card_arrival,CARD_ISSUANCE_AND_LIFECYCLE,False,,why hasnt my card come in yet?
train,card_arrival,CARD_ISSUANCE_AND_LIFECYCLE,False,,How can I periodically check the delivery of the card you sent?
train,card_arrival,CARD_ISSUANCE_AND_LIFECYCLE,False,,What's the reason my new card hasn't come?
train,card_arrival,CARD_ISSUANCE_AND_LIFECYCLE,False,,How long does it take for me to get my new card?
train,card_arrival,CARD_ISSUANCE_AND_LIFECYCLE,False,,I don't have my card after 1 week. What are my next steps?
train,card_arrival,CARD_ISSUANCE_AND_LIFECYCLE,False,,I know I'm getting a new card but would like know when I can expect to receive it.
train,card_arrival,CARD_ISSUANCE_AND_LIFECYCLE,False,,I want to find out what happened to my new card?
train,card_arrival,CARD_ISSUANCE_AND_LIFECYCLE,False,,Was there a way for me to get tracking for that?
train,card_arrival,CARD_ISSUANCE_AND_LIFECYCLE,False,,I am still waiting for my card.
train,card_arrival,CARD_ISSUANCE_AND_LIFECYCLE,False,,My card hasn't arrived.
train,card_arrival,CARD_ISSUANCE_AND_LIFECYCLE,False,,Can I track the card you sent to me?
train,card_arrival,CARD_ISSUANCE_AND_LIFECYCLE,False,,I haven't gotten my new card.
train,card_arrival,CARD_ISSUANCE_AND_LIFECYCLE,False,,How long should it take for my new card to arrive in them mail? What should I do if I never receive it?
train,card_arrival,CARD_ISSUANCE_AND_LIFECYCLE,False,,Will I have to wait much longer for my new card to arrive?
train,card_arrival,CARD_ISSUANCE_AND_LIFECYCLE,False,,how to track the card you sent
train,card_arrival,CARD_ISSUANCE_AND_LIFECYCLE,False,,2 weeks ago I ordered my new card.  It isn't here.  What should I do?
train,card_arrival,CARD_ISSUANCE_AND_LIFECYCLE,False,,How can I check on the delivery status of my card?
train,card_arrival,CARD_ISSUANCE_AND_LIFECYCLE,False,,"My card has not been delivered yet and its been a week since I ordered it, please help"
train,card_arrival,CARD_ISSUANCE_AND_LIFECYCLE,False,,What's the expected wait time to recieve my new card?
train,card_arrival,CARD_ISSUANCE_AND_LIFECYCLE,False,,How can I see the progress of delivery of the card that was sent?
train,card_arrival,CARD_ISSUANCE_AND_LIFECYCLE,False,,"My card was supposed to arrive, but hasn't?"
train,card_arrival,CARD_ISSUANCE_AND_LIFECYCLE,False,,I ordered a card and would like to know how to track the delivery progress of it.
train,card_arrival,CARD_ISSUANCE_AND_LIFECYCLE,False,,How long will it take for me to get my card?
train,card_arrival,CARD_ISSUANCE_AND_LIFECYCLE,False,,My card hasn't shown up yet.
train,card_arrival,CARD_ISSUANCE_AND_LIFECYCLE,False,,Does the card you sent have a tracking number?
train,card_arrival,CARD_ISSUANCE_AND_LIFECYCLE,False,,My card hasn't arrived in the mail yet. I ordered it two weeks ago. What can I do?
train,card_arrival,CARD_ISSUANCE_AND_LIFECYCLE,False,,maximum how many days get the courier?
train,card_arrival,CARD_ISSUANCE_AND_LIFECYCLE,False,,Is there a reason my new card hasn't arrived yet?
train,card_arrival,CARD_ISSUANCE_AND_LIFECYCLE,False,,"I've been waiting a while for my card, is there a way to know when it will arrive?"
train,card_arrival,CARD_ISSUANCE_AND_LIFECYCLE,False,,How can I track my card's delivery?
train,card_arrival,CARD_ISSUANCE_AND_LIFECYCLE,False,,Can I track the card that was just sent to me?
train,card_arrival,CARD_ISSUANCE_AND_LIFECYCLE,False,,"If I ordered my new card last week, how much longer should I wait to receive it?"
train,card_arrival,CARD_ISSUANCE_AND_LIFECYCLE,False,,"What's go on, where is my new card?"
train,card_arrival,CARD_ISSUANCE_AND_LIFECYCLE,False,,Where is my new card if I haven't received it yet?
train,card_arrival,CARD_ISSUANCE_AND_LIFECYCLE,False,,Where is my card?
train,card_arrival,CARD_ISSUANCE_AND_LIFECYCLE,False,,Can you tell me why I haven't received my new card yet?
train,card_arrival,CARD_ISSUANCE_AND_LIFECYCLE,False,,Is there a way to track my card?
train,card_arrival,CARD_ISSUANCE_AND_LIFECYCLE,False,,Is there a way to track the new card you sent me?
train,card_arrival,CARD_ISSUANCE_AND_LIFECYCLE,False,,I'm still waiting for my card.
train,card_arrival,CARD_ISSUANCE_AND_LIFECYCLE,False,,What do I need to do to get my new card which I have requested 2 weeks ago?
train,card_arrival,CARD_ISSUANCE_AND_LIFECYCLE,False,,WHAT IS THE SOLUTION OF THIS PROBLEM
train,card_arrival,CARD_ISSUANCE_AND_LIFECYCLE,False,,Could I get tracking on the card?
train,card_arrival,CARD_ISSUANCE_AND_LIFECYCLE,False,,Can you help me track my card?
train,card_arrival,CARD_ISSUANCE_AND_LIFECYCLE,False,,Shouldn't my new card be here by now?
train,card_arrival,CARD_ISSUANCE_AND_LIFECYCLE,False,,Is there a reason my new card hasn't arrived?
train,card_arrival,CARD_ISSUANCE_AND_LIFECYCLE,False,,"I would like to track a card sent to me, how do I do that?"
train,card_arrival,CARD_ISSUANCE_AND_LIFECYCLE,False,,Is there a tracking number for the card?
train,card_arrival,CARD_ISSUANCE_AND_LIFECYCLE,False,,can you share card tracking number?
train,card_arrival,CARD_ISSUANCE_AND_LIFECYCLE,False,,"I have not received my card and it's been a week, what do I do?"
train,card_arrival,CARD_ISSUANCE_AND_LIFECYCLE,False,,Is there a way I can check on the card on route to me?
train,card_arrival,CARD_ISSUANCE_AND_LIFECYCLE,False,,When will my new card arrive?
train,card_arrival,CARD_ISSUANCE_AND_LIFECYCLE,False,,Why haven't I received my new card yet?
train,card_arrival,CARD_ISSUANCE_AND_LIFECYCLE,False,,What is the expected delivery date of my card?
train,card_arrival,CARD_ISSUANCE_AND_LIFECYCLE,False,,My card hasn't came in the mail yet?
train,card_arrival,CARD_ISSUANCE_AND_LIFECYCLE,False,,I haven't received my card.
train,card_arrival,CARD_ISSUANCE_AND_LIFECYCLE,False,,Is it possible for me to track the card is was mailed to me?
train,card_arrival,CARD_ISSUANCE_AND_LIFECYCLE,False,,When will my new card be delivered?
train,card_arrival,CARD_ISSUANCE_AND_LIFECYCLE,False,,I was issued a card about a week ago. why hasn't it come in yet?
train,card_arrival,CARD_ISSUANCE_AND_LIFECYCLE,False,,Can you please tell me where my card is? I ordered it 2 weeks ago!
train,card_arrival,CARD_ISSUANCE_AND_LIFECYCLE,False,,I still haven't received my card in the mail
train,card_arrival,CARD_ISSUANCE_AND_LIFECYCLE,False,,I'm still waiting for my card that was issued a week ago. What should I do?
train,card_arrival,CARD_ISSUANCE_AND_LIFECYCLE,False,,I still haven't gotten my new card.  When will it get here?
train,card_arrival,CARD_ISSUANCE_AND_LIFECYCLE,False,,Do you have a tracking number for the card I was sent?
train,card_arrival,CARD_ISSUANCE_AND_LIFECYCLE,False,,How do I track the card you sent to me?
train,card_arrival,CARD_ISSUANCE_AND_LIFECYCLE,False,,Is my new bank card on the way and is there a way to track it?
train,card_arrival,CARD_ISSUANCE_AND_LIFECYCLE,False,,Could you send me and up date on the arrival of my card?
train,card_arrival,CARD_ISSUANCE_AND_LIFECYCLE,False,,How long does it take to recieve my new card?
train,card_arrival,CARD_ISSUANCE_AND_LIFECYCLE,False,,My card has not come in the mail yet.
train,card_arrival,CARD_ISSUANCE_AND_LIFECYCLE,False,,What's the card you sent me's tracking number?
train,card_arrival,CARD_ISSUANCE_AND_LIFECYCLE,False,,i havent got my card
train,card_arrival,CARD_ISSUANCE_AND_LIFECYCLE,False,,Why hasn't my card arrived yet?
train,card_arrival,CARD_ISSUANCE_AND_LIFECYCLE,False,,I thought I would have received my new card at this point.
train,card_arrival,CARD_ISSUANCE_AND_LIFECYCLE,False,,How long until my new card gets here?
train,card_arrival,CARD_ISSUANCE_AND_LIFECYCLE,False,,How much longer until I get my new card?
train,card_arrival,CARD_ISSUANCE_AND_LIFECYCLE,False,,Am I able to track a card that has already been sent?
train,card_arrival,CARD_ISSUANCE_AND_LIFECYCLE,False,,Is it possible to track the card you sent me?
train,card_arrival,CARD_ISSUANCE_AND_LIFECYCLE,False,,How long will it be to get this new card?
train,card_arrival,CARD_ISSUANCE_AND_LIFECYCLE,False,,how can i track card you sent
train,card_arrival,CARD_ISSUANCE_AND_LIFECYCLE,False,,Can the card was sen to me be tracked?
train,card_arrival,CARD_ISSUANCE_AND_LIFECYCLE,False,,why have i not got my new card?
train,card_arrival,CARD_ISSUANCE_AND_LIFECYCLE,False,,I need to track the card sent to me.
train,card_arrival,CARD_ISSUANCE_AND_LIFECYCLE,False,,"It's been two weeks and I haven't gotten my card, what do I do?"
train,card_arrival,CARD_ISSUANCE_AND_LIFECYCLE,False,,I was expecting my new card by now.
train,card_arrival,CARD_ISSUANCE_AND_LIFECYCLE,False,,Where is the tracking number for the card?
train,card_arrival,CARD_ISSUANCE_AND_LIFECYCLE,False,,I was issued a new card a week ago but still haven't received it. How long will it be until I receive it?
train,card_arrival,CARD_ISSUANCE_AND_LIFECYCLE,False,,Can I track the card that you sent me in the mail?
train,card_arrival,CARD_ISSUANCE_AND_LIFECYCLE,False,,Can you tell me if I can track the card you sent me?
train,card_arrival,CARD_ISSUANCE_AND_LIFECYCLE,False,,Why have I not gotten my new card?
train,card_arrival,CARD_ISSUANCE_AND_LIFECYCLE,False,,I'm still waiting on my new card to be delivered!
train,card_arrival,CARD_ISSUANCE_AND_LIFECYCLE,False,,My new card isn't here and it was issued a week ago.
train,card_arrival,CARD_ISSUANCE_AND_LIFECYCLE,False,,"I was supposed to receive my new card by now, but it hasn't came in."
train,card_arrival,CARD_ISSUANCE_AND_LIFECYCLE,False,,Is a tracking number available for the card that was just sent?
train,card_arrival,CARD_ISSUANCE_AND_LIFECYCLE,False,,Why haven't I gotten my new card?
train,card_arrival,CARD_ISSUANCE_AND_LIFECYCLE,False,,Was there a number to track that I could get?
train,card_arrival,CARD_ISSUANCE_AND_LIFECYCLE,False,,How much longer is it going to take to get my new card?
train,card_arrival,CARD_ISSUANCE_AND_LIFECYCLE,False,,I haven't gotten my credit card in the mail.
train,card_arrival,CARD_ISSUANCE_AND_LIFECYCLE,False,,My card hasn't arrived yet. What do I do?
train,card_arrival,CARD_ISSUANCE_AND_LIFECYCLE,False,,"My card still hasn't arrived after two weeks, now what?"
train,card_arrival,CARD_ISSUANCE_AND_LIFECYCLE,False,,My card appears to have never arrived?
train,card_arrival,CARD_ISSUANCE_AND_LIFECYCLE,False,,My card never arrived.
train,card_linking,CARD_ISSUANCE_AND_LIFECYCLE,False,,My card has been found. Is there any way for me to put it back into the app?
train,card_linking,CARD_ISSUANCE_AND_LIFECYCLE,False,,I was able to find my card. How to I go about putting it into my app?
train,card_linking,CARD_ISSUANCE_AND_LIFECYCLE,False,,how do I get my card to show in the app?
train,card_linking,CARD_ISSUANCE_AND_LIFECYCLE,False,,I just got my card.  It's not linked yet--how do I do that?
train,card_linking,CARD_ISSUANCE_AND_LIFECYCLE,False,,"lost card found, want to put it back in app"
train,card_linking,CARD_ISSUANCE_AND_LIFECYCLE,False,,"I just got a card, how can I add it to the app?"
train,card_linking,CARD_ISSUANCE_AND_LIFECYCLE,False,,Is there any way to see my card in the app?
train,card_linking,CARD_ISSUANCE_AND_LIFECYCLE,False,,If I find a card I lost do I need to dispose of it? Or can I re-active the card and continue to use it?
train,card_linking,CARD_ISSUANCE_AND_LIFECYCLE,False,,I found my card. How can I put it into my app?
train,card_linking,CARD_ISSUANCE_AND_LIFECYCLE,False,,How do I make my card show up in the app?
train,card_linking,CARD_ISSUANCE_AND_LIFECYCLE,False,,Can you show me where to link the new card?
train,card_linking,CARD_ISSUANCE_AND_LIFECYCLE,False,,I found my old card. Can I link it back into the app?
train,card_linking,CARD_ISSUANCE_AND_LIFECYCLE,False,,"Show me how to link the new card,"
train,card_linking,CARD_ISSUANCE_AND_LIFECYCLE,False,,How do I add an existing card to the app?
train,card_linking,CARD_ISSUANCE_AND_LIFECYCLE,False,,I finally got my card.  Now I want to link it.  Is that something you have to do or can I do that?
train,card_linking,CARD_ISSUANCE_AND_LIFECYCLE,False,,How do I link one of your card that I already have?
train,card_linking,CARD_ISSUANCE_AND_LIFECYCLE,False,,If I have a physical card can I link it?
train,card_linking,CARD_ISSUANCE_AND_LIFECYCLE,False,,I found my lost card in my jacket pocket this morning so I'd like to reactivate it please.
train,card_linking,CARD_ISSUANCE_AND_LIFECYCLE,False,,Can I add a card that I just found (again) to the app?
train,card_linking,CARD_ISSUANCE_AND_LIFECYCLE,False,,How can I make my card show up in the app?
train,card_linking,CARD_ISSUANCE_AND_LIFECYCLE,False,,"I would like to re-activate my card, it was previously reported  lost but I found it this morning."
train,card_linking,CARD_ISSUANCE_AND_LIFECYCLE,False,,"Okay, I found my card, can I put it back in the app?"
train,card_linking,CARD_ISSUANCE_AND_LIFECYCLE,False,,Can I reactivate a card?
train,card_linking,CARD_ISSUANCE_AND_LIFECYCLE,False,,I would like to reactivate a card and wondered if that could be done?
train,card_linking,CARD_ISSUANCE_AND_LIFECYCLE,False,,"I got my card now, how do I make it show up in the app?"
train,card_linking,CARD_ISSUANCE_AND_LIFECYCLE,False,,How do I link an existing card?
train,card_linking,CARD_ISSUANCE_AND_LIFECYCLE,False,,How do I link a new card in the app?
train,card_linking,CARD_ISSUANCE_AND_LIFECYCLE,False,,"The card I thought was lost was just in my jacket, so can I reactivate it since I found it this morning?"
train,card_linking,CARD_ISSUANCE_AND_LIFECYCLE,False,,I already have a card and want to link it
train,card_linking,CARD_ISSUANCE_AND_LIFECYCLE,False,,Can you please reactivate my card?
train,card_linking,CARD_ISSUANCE_AND_LIFECYCLE,False,,Where do I go to add a new card?
train,card_linking,CARD_ISSUANCE_AND_LIFECYCLE,False,,I want my card I just received to show up in the app. How do I do that?
train,card_linking,CARD_ISSUANCE_AND_LIFECYCLE,False,,"I received my card, how do I get it to show in the app?"
train,card_linking,CARD_ISSUANCE_AND_LIFECYCLE,False,,If I have a credit card with you how I get set up to link to it?
train,card_linking,CARD_ISSUANCE_AND_LIFECYCLE,False,,How do I add my new card?
train,card_linking,CARD_ISSUANCE_AND_LIFECYCLE,False,,"I want to reactivate my card, I thought I had lost it but found it again this morning."
train,card_linking,CARD_ISSUANCE_AND_LIFECYCLE,False,,"I need a card reactivation, I had reported my card lost but I ran across it in my jacket."
train,card_linking,CARD_ISSUANCE_AND_LIFECYCLE,False,,My card is no longer lost. How do I enter it back into the app?
train,card_linking,CARD_ISSUANCE_AND_LIFECYCLE,False,,"I want to reactivate my card, I thought I had lost it but found it again in my jacket."
train,card_linking,CARD_ISSUANCE_AND_LIFECYCLE,False,,"May I reactivate my card? I previously reported it lost, but have now found it safe and sound."
train,card_linking,CARD_ISSUANCE_AND_LIFECYCLE,False,,How do I reactivate a card I thought I lost?
train,card_linking,CARD_ISSUANCE_AND_LIFECYCLE,False,,Help me figure out how to link the new card.
train,card_linking,CARD_ISSUANCE_AND_LIFECYCLE,False,,I found my lost card. Am I still able to use it?
train,card_linking,CARD_ISSUANCE_AND_LIFECYCLE,False,,Will I need a new card or can I put my old card back into the app?
train,card_linking,CARD_ISSUANCE_AND_LIFECYCLE,False,,Is there a way to link the card i just got?
train,card_linking,CARD_ISSUANCE_AND_LIFECYCLE,False,,How do I add a new card?
train,card_linking,CARD_ISSUANCE_AND_LIFECYCLE,False,,"I want to reactivate my card, I found it after thinking it was lost."
train,card_linking,CARD_ISSUANCE_AND_LIFECYCLE,False,,Can I put my old card back in the app?
train,card_linking,CARD_ISSUANCE_AND_LIFECYCLE,False,,"I got a new card, how do I link it?"
train,card_linking,CARD_ISSUANCE_AND_LIFECYCLE,False,,I found the card I thought I lost this morning. Can I reactivate this card?
train,card_linking,CARD_ISSUANCE_AND_LIFECYCLE,False,,How do i go about linking a new card?
train,card_linking,CARD_ISSUANCE_AND_LIFECYCLE,False,,how do i get the card linked
train,card_linking,CARD_ISSUANCE_AND_LIFECYCLE,False,,"I have one of your cards, but I don't know how to link it."
train,card_linking,CARD_ISSUANCE_AND_LIFECYCLE,False,,how do I link an old card?
train,card_linking,CARD_ISSUANCE_AND_LIFECYCLE,False,,I received my card. How do I link it to the app?
train,card_linking,CARD_ISSUANCE_AND_LIFECYCLE,False,,"Now that I have my card, how do I connect it to the app?"
train,card_linking,CARD_ISSUANCE_AND_LIFECYCLE,False,,How do I add the card I just received to show up in the app?
train,card_linking,CARD_ISSUANCE_AND_LIFECYCLE,False,,"I want to reactivate my card, I thought I had lost it but I found it."
train,card_linking,CARD_ISSUANCE_AND_LIFECYCLE,False,,What do I need to do to link my new card for my account?
train,card_linking,CARD_ISSUANCE_AND_LIFECYCLE,False,,Can I add a card to back into the app?
train,card_linking,CARD_ISSUANCE_AND_LIFECYCLE,False,,I want to link my new card. Can you help?
train,card_linking,CARD_ISSUANCE_AND_LIFECYCLE,False,,What is the process to link the new card?
train,card_linking,CARD_ISSUANCE_AND_LIFECYCLE,False,,"I found my card, am I able to put it back into the app?"
train,card_linking,CARD_ISSUANCE_AND_LIFECYCLE,False,,"I have found my lost or stolen card, would I still have to activate the new card that was sent to me through the mail in order to access my account?"
train,card_linking,CARD_ISSUANCE_AND_LIFECYCLE,False,,Where can I link a new card?
train,card_linking,CARD_ISSUANCE_AND_LIFECYCLE,False,,How do I add a card on to the app?
train,card_linking,CARD_ISSUANCE_AND_LIFECYCLE,False,,"I found my card in my jacket this morning, so can I reactivate it?"
train,card_linking,CARD_ISSUANCE_AND_LIFECYCLE,False,,"I've obtained the card, how do I enable it on the app?"
train,card_linking,CARD_ISSUANCE_AND_LIFECYCLE,False,,I need to find the card I received in the app.
train,card_linking,CARD_ISSUANCE_AND_LIFECYCLE,False,,How do I get my card on the app?
train,card_linking,CARD_ISSUANCE_AND_LIFECYCLE,False,,"In the app, how can I make it show the new card that arrived?"
train,card_linking,CARD_ISSUANCE_AND_LIFECYCLE,False,,How do I link my new card?
train,card_linking,CARD_ISSUANCE_AND_LIFECYCLE,False,,Can I activate a card in the app?
train,card_linking,CARD_ISSUANCE_AND_LIFECYCLE,False,,"I want to link to my card card with you, how?"
train,card_linking,CARD_ISSUANCE_AND_LIFECYCLE,False,,I would like to link my card to my account.
train,card_linking,CARD_ISSUANCE_AND_LIFECYCLE,False,,"I thought I lost my card so I cancelled it, but recently I found it in my jacket and I would like to re-establish the card."
train,card_linking,CARD_ISSUANCE_AND_LIFECYCLE,False,,How can I link the new card?
train,card_linking,CARD_ISSUANCE_AND_LIFECYCLE,False,,I got a new card and can't find where to link it.
train,card_linking,CARD_ISSUANCE_AND_LIFECYCLE,False,,"Hey, I have my card, how do I get it to show in the app?"
train,card_linking,CARD_ISSUANCE_AND_LIFECYCLE,False,,Where in the app do I go to make my new card show up?
train,card_linking,CARD_ISSUANCE_AND_LIFECYCLE,False,,Where do I scan my card?
train,card_linking,CARD_ISSUANCE_AND_LIFECYCLE,False,,Can I reactivate my card? I reported it lost and found it this morning in my jacket.
train,card_linking,CARD_ISSUANCE_AND_LIFECYCLE,False,,Can I link my card I previously received?
train,card_linking,CARD_ISSUANCE_AND_LIFECYCLE,False,,"I want to reactivate my card, I thought I had lost it but found it again in my jacket this morning."
train,card_linking,CARD_ISSUANCE_AND_LIFECYCLE,False,,"I'd lke my card reactivated, I was thinking it was misplaced but I discovered when I woke up that I had left it in my coat."
train,card_linking,CARD_ISSUANCE_AND_LIFECYCLE,False,,You sent me a card and now I want to link it.
train,card_linking,CARD_ISSUANCE_AND_LIFECYCLE,False,,How do I add my new card to the app?
train,card_linking,CARD_ISSUANCE_AND_LIFECYCLE,False,,Can I add a card back to the app?
train,card_linking,CARD_ISSUANCE_AND_LIFECYCLE,False,,What if I want to add a card I already have to the app?
train,card_linking,CARD_ISSUANCE_AND_LIFECYCLE,False,,"I recently reported my card as missing/lost, and I just found it. Can I still use it?"
train,card_linking,CARD_ISSUANCE_AND_LIFECYCLE,False,,"Could I reactivate my card please, I couldn't find it but it turns out it was in my jacket pocket."
train,card_linking,CARD_ISSUANCE_AND_LIFECYCLE,False,,Is there a way to link cards if I have one of yours?
train,card_linking,CARD_ISSUANCE_AND_LIFECYCLE,False,,If my card was lost or stolen can I re-link it?
train,card_linking,CARD_ISSUANCE_AND_LIFECYCLE,False,,How do I link a new card to an existing one?
train,card_linking,CARD_ISSUANCE_AND_LIFECYCLE,False,,How do I link a new payment card?
train,card_linking,CARD_ISSUANCE_AND_LIFECYCLE,False,,I would like to reactivate my card that I previously reported lost. I located the card this morning.
train,card_linking,CARD_ISSUANCE_AND_LIFECYCLE,False,,"Card has been received, how will it show up on the app?"
train,card_linking,CARD_ISSUANCE_AND_LIFECYCLE,False,,Can I re-link a lost card with the app?
train,card_linking,CARD_ISSUANCE_AND_LIFECYCLE,False,,What do I do to link my new card?
train,card_linking,CARD_ISSUANCE_AND_LIFECYCLE,False,,Is it possible to link a new card?
train,card_linking,CARD_ISSUANCE_AND_LIFECYCLE,False,,I deactivated my card but would like to reactivate it.
train,card_linking,CARD_ISSUANCE_AND_LIFECYCLE,False,,"I found my card that I thought I had lost, I need to reactive it, please help."
train,card_linking,CARD_ISSUANCE_AND_LIFECYCLE,False,,can I link a card of yours I already have?
train,card_linking,CARD_ISSUANCE_AND_LIFECYCLE,False,,Can I put my found card back into the app on my phone?
train,card_linking,CARD_ISSUANCE_AND_LIFECYCLE,False,,"My card arrived but I need to make it work in the app, how do I do that?"
train,card_linking,CARD_ISSUANCE_AND_LIFECYCLE,False,,"I found the card that I thought I lost, and I would like to reactivate it."
train,card_linking,CARD_ISSUANCE_AND_LIFECYCLE,False,,I found my card again. Can I put it back into the app?
train,card_linking,CARD_ISSUANCE_AND_LIFECYCLE,False,,I need some help linking my new card.
train,card_linking,CARD_ISSUANCE_AND_LIFECYCLE,False,,help me link my card
train,card_linking,CARD_ISSUANCE_AND_LIFECYCLE,False,,How do I link my card in the app.
train,card_linking,CARD_ISSUANCE_AND_LIFECYCLE,False,,How do I get my card into the app?
train,card_linking,CARD_ISSUANCE_AND_LIFECYCLE,False,,I found my card! Can I link it back into the app?
train,card_linking,CARD_ISSUANCE_AND_LIFECYCLE,False,,How do I reactivate my card?
train,card_linking,CARD_ISSUANCE_AND_LIFECYCLE,False,,Where do I go to get my new card linked?
train,card_linking,CARD_ISSUANCE_AND_LIFECYCLE,False,,"I thought I lost my card but I found it today, so I would like to reactivate it."
train,card_linking,CARD_ISSUANCE_AND_LIFECYCLE,False,,How do I link the new card that I just got from you guys?
